0.0000000000	0.0000000000
0.0214843750	0.0019531200
0.0429687500	0.0039062500
0.0644531250	0.0058593800
0.1640625000	0.0078125000
0.1425781250	0.0097656200
0.1210937500	0.0117187500
0.0996093750	0.0136718800
0.0781250000	0.0156250000
0.0566406250	0.0175781200
0.0351562500	0.0195312500
0.0136718750	0.0214843800
0.0078125000	0.0234375000
0.0292968750	0.0253906200
0.0507812500	0.0273437500
0.0722656250	0.0292968800
0.0937500000	0.0312500000
0.1367187500	0.0351562500
0.0703125000	0.0390625000
0.0273437500	0.0429687500
0.0156250000	0.0468750000
0.0585937500	0.0507812500
0.1015625000	0.0546875000
0.1054687500	0.0585937500
0.0625000000	0.0625000000
0.0234375000	0.0703125000
0.1093750000	0.0781250000
0.0546875000	0.0859375000
0.0312500000	0.0937500000
0.1171875000	0.1015625000
0.0468750000	0.1093750000
0.0390625000	0.1171875000
0.1250000000	0.1250000000
0.2968750000	0.1406250000
0.0312500000	0.1562500000
0.1406250000	0.1718750000
0.1875000000	0.1875000000
0.0156250000	0.2031250000
0.1562500000	0.2187500000
0.3281250000	0.2343750000
0.0000000000	0.2500000000
0.1562500000	0.2812500000
0.1875000000	0.3125000000
0.0312500000	0.3437500000
0.1250000000	0.3750000000
0.2187500000	0.4062500000
0.5625000000	0.4375000000
0.0937500000	0.4687500000
0.2500000000	0.5000000000
0.0625000000	0.5625000000
0.6250000000	0.6250000000
0.3125000000	0.6875000000
0.0000000000	0.7500000000
0.6875000000	0.8125000000
0.3750000000	0.8750000000
0.0625000000	0.9375000000
0.2500000000	1.0000000000
0.1250000000	1.1250000000
0.5000000000	1.2500000000
0.1250000000	1.3750000000
1.2500000000	1.5000000000
2.6250000000	1.6250000000
2.0000000000	1.7500000000
1.3750000000	1.8750000000
0.7500000000	2.0000000000
1.5000000000	2.2500000000
2.2500000000	2.5000000000
1.0000000000	2.7500000000
0.2500000000	3.0000000000
2.5000000000	3.2500000000
1.2500000000	3.5000000000
0.0000000000	3.7500000000
1.2500000000	4.0000000000
0.2500000000	4.5000000000
1.7500000000	5.0000000000
0.7500000000	5.5000000000
4.7500000000	6.0000000000
10.2500000000	6.5000000000
7.7500000000	7.0000000000
5.2500000000	7.5000000000
2.7500000000	8.0000000000
5.7500000000	9.0000000000
8.7500000000	10.0000000000
3.7500000000	11.0000000000
6.7500000000	12.0000000000
17.7500000000	13.0000000000
12.7500000000	14.0000000000
7.7500000000	15.0000000000
2.7500000000	16.0000000000
8.7500000000	18.0000000000
14.7500000000	20.0000000000
4.7500000000	22.0000000000
0.0000000000	-0.0000000000
0.0214843750	-0.0019531200
0.0429687500	-0.0039062500
0.0644531250	-0.0058593800
0.1640625000	-0.0078125000
0.1425781250	-0.0097656200
0.1210937500	-0.0117187500
0.0996093750	-0.0136718800
0.0781250000	-0.0156250000
0.0566406250	-0.0175781200
0.0351562500	-0.0195312500
0.0136718750	-0.0214843800
0.0078125000	-0.0234375000
0.0292968750	-0.0253906200
0.0507812500	-0.0273437500
0.0722656250	-0.0292968800
0.0937500000	-0.0312500000
0.1367187500	-0.0351562500
0.0703125000	-0.0390625000
0.0273437500	-0.0429687500
0.0156250000	-0.0468750000
0.0585937500	-0.0507812500
0.1015625000	-0.0546875000
0.1054687500	-0.0585937500
0.0625000000	-0.0625000000
0.0234375000	-0.0703125000
0.8906250000	-0.0781250000
0.0546875000	-0.0859375000
0.0312500000	-0.0937500000
0.1171875000	-0.1015625000
0.0781250000	-0.1093750000
0.0390625000	-0.1171875000
0.0000000000	-0.1250000000
0.0468750000	-0.1406250000
0.0937500000	-0.1562500000
0.0156250000	-0.1718750000
0.0625000000	-0.1875000000
0.2343750000	-0.2031250000
0.1562500000	-0.2187500000
0.0781250000	-0.2343750000
0.0000000000	-0.2500000000
0.0937500000	-0.2812500000
0.1875000000	-0.3125000000
0.0312500000	-0.3437500000
0.1250000000	-0.3750000000
0.4687500000	-0.4062500000
0.3125000000	-0.4375000000
0.1562500000	-0.4687500000
0.0000000000	-0.5000000000
0.1875000000	-0.5625000000
0.3750000000	-0.6250000000
0.1875000000	-0.6875000000
0.5000000000	-0.7500000000
1.1875000000	-0.8125000000
0.8750000000	-0.8750000000
0.5625000000	-0.9375000000
0.2500000000	-1.0000000000
0.6250000000	-1.1250000000
1.0000000000	-1.2500000000
0.3750000000	-1.3750000000
0.7500000000	-1.5000000000
2.1250000000	-1.6250000000
1.5000000000	-1.7500000000
0.1250000000	-1.8750000000
0.7500000000	-2.0000000000
0.0000000000	-2.2500000000
0.7500000000	-2.5000000000
0.5000000000	-2.7500000000
0.2500000000	-3.0000000000
3.0000000000	-3.2500000000
3.7500000000	-3.5000000000
2.5000000000	-3.7500000000
1.2500000000	-4.0000000000
2.7500000000	-4.5000000000
4.2500000000	-5.0000000000
1.7500000000	-5.5000000000
3.2500000000	-6.0000000000
8.7500000000	-6.5000000000
2.2500000000	-7.0000000000
0.2500000000	-7.5000000000
2.7500000000	-8.0000000000
0.2500000000	-9.0000000000
3.2500000000	-10.0000000000
1.7500000000	-11.0000000000
65.2500000000	-12.0000000000
76.2500000000	-13.0000000000
7.2500000000	-14.0000000000
2.2500000000	-15.0000000000
2.7500000000	-16.0000000000
3.2500000000	-18.0000000000
9.2500000000	-20.0000000000
0.7500000000	-22.0000000000

